text,username,first_name,last_name,is_deleted,has_media,has_link,cleaned_text,has_caps,is_spam
«Россия не может позволить себе не иметь своей операционной системы» https://t.co/RkyKWMVedk https://t.co/EXcLyiBJlF,unknown,unknown,unknown,-1,0,1,«Россия не может позволить себе не иметь своей операционной системы» https://t.co/RkyKWMVedk https://t.co/EXcLyiBJlF,0,1
В Колорадо в водопроводную воду добавили психоактивное вещество https://t.co/tblQqi7pr6 https://t.co/llXWLq08EY,unknown,unknown,unknown,-1,0,1,В Колорадо в водопроводную воду добавили психоактивное вещество https://t.co/tblQqi7pr6 https://t.co/llXWLq08EY,0,1
Даю подсказку. Есть переводы. Вам на какой ?,JigaD314,Jiga Driga 🎩,unknown,0,0,0,Даю подсказку. Есть переводы. Вам на какой ?,0,0
,andrew_bo,Andrew,Bo,0,1,0,,0,0
Как говорится раньше лучше,SponsorVely,Негор,unknown,0,0,0,Как говорится раньше лучше,0,0
В ВВО с начала года провели более 150 летных учений с боевой стрельбой \| РИА Новости https://t.co/IlIKq10cza,unknown,unknown,unknown,-1,0,1,В ВВО с начала года провели более 150 летных учений с боевой стрельбой \| РИА Новости https://t.co/IlIKq10cza,1,1
Токсины уже поразили внутренности черепной коробки,deleted,Владимир,unknown,0,0,0,Токсины уже поразили внутренности черепной коробки,0,0
`За пару простых действий в день забираем 10 тыс и более`,deleted,unknown,unknown,1,0,0,`За пару простых действий в день забираем 10 тыс и более`,0,0
Звезду верни,deleted,White bear,unknown,0,0,0,Звезду верни,0,0
В городе Сочи. Олимпиада – праздник или стихийное...,unknown,unknown,unknown,-1,0,0,В городе Сочи. Олимпиада – праздник или стихийное...,0,1
"Как думаете,бывает такое?",deleted,unknown,unknown,1,0,0,"Как думаете,бывает такое?",0,0
"от прямо ради языка Достоевского и толстого побегу изучать валасывзад 😂
Такая ценность, не знаю куда прикладывать нужно 🙈",deleted,RAJ,unknown,0,0,0,"от прямо ради языка Достоевского и толстого побегу изучать валасывзад 😂
Такая ценность, не знаю куда прикладывать нужно 🙈",0,0
#Урал'ьская команда отличилась на спартакиаде прокуратуры. За футболистов болел замгенпрокурора. https://t.co/nq2PQsUpEI,unknown,unknown,unknown,-1,0,1,#Урал'ьская команда отличилась на спартакиаде прокуратуры. За футболистов болел замгенпрокурора. https://t.co/nq2PQsUpEI,0,1
Чак Норрис встал на стражу Петербурга.  https://t.co/S5IWR8Qy1S https://t.co/bxFTg3c9Xt,unknown,unknown,unknown,-1,0,1,Чак Норрис встал на стражу Петербурга.  https://t.co/S5IWR8Qy1S https://t.co/bxFTg3c9Xt,0,1
"«Ъ»: бомба на A321 была похожа на устройства, которыми взрывали московские дома https://t.co/SxKLySDzQ6",unknown,unknown,unknown,-1,0,1,"«Ъ»: бомба на A321 была похожа на устройства, которыми взрывали московские дома https://t.co/SxKLySDzQ6",1,1
Путин о подаренном самоучителе по английскому языку: Мутко лишен комплексов https://t.co/9NOP9K5DRS,unknown,unknown,unknown,-1,0,1,Путин о подаренном самоучителе по английскому языку: Мутко лишен комплексов https://t.co/9NOP9K5DRS,0,1
ВАЗ столкнулся с иномаркой в Ульяновском районе. Есть пострадавшие https://t.co/XChW9Cvrkf #Ульяновск #новости,unknown,unknown,unknown,-1,0,1,ВАЗ столкнулся с иномаркой в Ульяновском районе. Есть пострадавшие https://t.co/XChW9Cvrkf #Ульяновск #новости,1,1
Так вот почему Агент 47 так элегантно выглядит в костюме – он всё это время тренировался быть Бондом! 😎,hakerNM143,unknown,unknown,-1,0,0,Так вот почему Агент 47 так элегантно выглядит в костюме – он всё это время тренировался быть Бондом! 😎,0,0
"Мигранты в нашей стране должны быть под контролем и уважать законы России. Таджики, например, могли бы это сделать",fyhYgc,Юрий,Попов,0,0,0,"Мигранты в нашей стране должны быть под контролем и уважать законы России. Таджики, например, могли бы это сделать",0,0
аминь,Kichaev_ilia,unknown,unknown,-1,0,0,аминь,0,0
Вы прям вплотную.,neat0n,neat0n,unknown,0,0,0,Вы прям вплотную.,0,0
Ох. Ну я всяко в вики смотреть пойду…,deleted,unknown,unknown,-1,0,0,Ох. Ну я всяко в вики смотреть пойду…,0,0
Ух сколько эта стена видела и хорошего и плохого. Пару поколений уже выросло.,deleted,С,unknown,0,0,0,Ух сколько эта стена видела и хорошего и плохого. Пару поколений уже выросло.,0,0
#ОтдыхаемДома Собираюсь в Крым съездить как раз),unknown,unknown,unknown,-1,0,0,#ОтдыхаемДома Собираюсь в Крым съездить как раз),0,1
"путаться какая из них актуальная, если версия iOS еще на слуху и за ней следят, но вот за WatchOS или tvOS  - нет",ndkrmsh,ndkrmsh,unknown,0,0,0,"путаться какая из них актуальная, если версия iOS еще на слуху и за ней следят, но вот за WatchOS или tvOS  - нет",0,0
"Счетная палата назвала страну, задолжавшую России $1 млрд  https://t.co/lOzcKFGvgD https://t.co/QnlqEwemWB",unknown,unknown,unknown,-1,0,1,"Счетная палата назвала страну, задолжавшую России $1 млрд  https://t.co/lOzcKFGvgD https://t.co/QnlqEwemWB",0,1
"Японцы, в основном от 40 лет.  За прошлый финансовый год  купили примерно миллион их трубок",deleted,andrey,unknown,0,0,0,"Японцы, в основном от 40 лет.  За прошлый финансовый год  купили примерно миллион их трубок",0,0
"`Подработка со свободным графиком, может кого-то заинтересует?`",deleted,unknown,unknown,1,0,0,"`Подработка со свободным графиком, может кого-то заинтересует?`",0,0
👅,k2a_2Ed_27f_5F0_FFe,unknown,unknown,-1,0,0,👅,0,0
"Ну такое... Жена Маска певица Граймс в 2019 году пела песни участницы группы «Гражданская оборона» Янки Дягилевой, а Трамп в том же году оправдывался, что он не российский шпион😁
Выходит, что российская политика больше привлекает внимания😁",vvashurin,Vladimir,unknown,0,0,0,"Ну такое... Жена Маска певица Граймс в 2019 году пела песни участницы группы «Гражданская оборона» Янки Дягилевой, а Трамп в том же году оправдывался, что он не российский шпион😁
Выходит, что российская политика больше привлекает внимания😁",0,0
"а когда вы против абортов это вы же свою личную позицию декларируете. Что вот лично вы аборт делать не будете  А ваша жена вполне может. Она ведь не затюканная мужем малограмотная рабыня, а свободная женщина. Сама решает  Верно?)",deleted,RAJ,unknown,0,0,0,"а когда вы против абортов это вы же свою личную позицию декларируете. Что вот лично вы аборт делать не будете  А ваша жена вполне может. Она ведь не затюканная мужем малограмотная рабыня, а свободная женщина. Сама решает  Верно?)",0,0
,sadr0b0t,a,m,0,1,0,,0,0
"А сегодня этим чужакам пол Москвы перекрыли праздновать🤬решил себе еще «подарок» взять🤬
Животное дикое мерзкое🤬",deleted,А,unknown,0,0,0,"А сегодня этим чужакам пол Москвы перекрыли праздновать🤬решил себе еще «подарок» взять🤬
Животное дикое мерзкое🤬",0,0
Ну их нах...... Уже надоело,deleted,S.,V.,0,0,0,Ну их нах...... Уже надоело,0,0
Опять вы победили 🙁,JigaD314,Jiga Driga 🎩,unknown,0,0,0,Опять вы победили 🙁,0,0
"Некоторые мужчины когда узнают пол ребенка отказываются, а тут ещё цвет глаз и волос )",milisanika,Милиса,Никифорова,0,0,0,"Некоторые мужчины когда узнают пол ребенка отказываются, а тут ещё цвет глаз и волос )",0,0
Свинья,sewa1,sewa,unknown,0,0,0,Свинья,0,0
"Индия готова приобрести у России партию вертолетов на 1,1 миллиарда долларов http://t.co/5Tnugqftl5 http://t.co/xgXBqbFkvT",unknown,unknown,unknown,-1,0,1,"Индия готова приобрести у России партию вертолетов на 1,1 миллиарда долларов http://t.co/5Tnugqftl5 http://t.co/xgXBqbFkvT",0,1
У кого звезды в тг есть?,CatMasterThePicturee,CatMasterThePicturee🖼️🌈,unknown,0,0,0,У кого звезды в тг есть?,0,0
"Ректально можете. Прям книгой ""Идиот"" или ""Война и Мир"". 2 тома, один за другим ;))))",JigaD314,Jiga Driga 🎩,unknown,0,0,0,"Ректально можете. Прям книгой ""Идиот"" или ""Война и Мир"". 2 тома, один за другим ;))))",0,0
Оппозиционер Александр Рыклин оштрафован на 1000 руб. https://t.co/cwkiZGUdc4,unknown,unknown,unknown,-1,0,1,Оппозиционер Александр Рыклин оштрафован на 1000 руб. https://t.co/cwkiZGUdc4,0,1
,JigaD314,Jiga Driga 🎩,unknown,0,1,0,,0,0
Брат по нику 🤝,chklvan,Тоша,unknown,0,0,0,Брат по нику 🤝,0,0
"но ты точно знаешь, что глобально твоя ось на данный момент самая актуальная",ndkrmsh,ndkrmsh,unknown,0,0,0,"но ты точно знаешь, что глобально твоя ось на данный момент самая актуальная",0,0
"Исключительно ПРО САМОГО СЕБЯ. У вас там на не беру, это должно быть понятно ;))",JigaD314,Jiga Driga 🎩,unknown,0,0,0,"Исключительно ПРО САМОГО СЕБЯ. У вас там на не беру, это должно быть понятно ;))",1,0
"Игры для плейстешена/ПК, наушники. Ещё музыкальное издательство.",deathellos,Mikhail,unknown,0,0,0,"Игры для плейстешена/ПК, наушники. Ещё музыкальное издательство.",0,0
"Да, и есть версия, что именно поэтому их ускоритель первой ступени начал тормозить не вовремя, в результате чего разбился. А ещё есть эпичная история ""планёр Гимли"".",Vanpai,Van,Pai,0,0,0,"Да, и есть версия, что именно поэтому их ускоритель первой ступени начал тормозить не вовремя, в результате чего разбился. А ещё есть эпичная история ""планёр Гимли"".",0,0
Севастополь простился с погибшим в Сирии российским офицером Сергеем Бордовым https://t.co/C5ie75fyKc https://t.co/SmMwKcHPiz,unknown,unknown,unknown,-1,0,1,Севастополь простился с погибшим в Сирии российским офицером Сергеем Бордовым https://t.co/C5ie75fyKc https://t.co/SmMwKcHPiz,0,1
"Классика того, что мы ошибочно называем государством. Слышь, поделись. Потому что потому, я так придумал и решил, у меня еще и монополие на насилие если не захочешь делиться",systematic_chaos,Vladimir,Volokhov,0,0,0,"Классика того, что мы ошибочно называем государством. Слышь, поделись. Потому что потому, я так придумал и решил, у меня еще и монополие на насилие если не захочешь делиться",0,0
Поре переходить на Андройд 😂,anassssstassy,Анастаси,unknown,0,0,0,Поре переходить на Андройд 😂,0,0
ALI выпускал про это видео,Samtuloxv,B183,unknown,0,0,0,ALI выпускал про это видео,1,0
А нас то за что!?😳,Liliyafil,Лилия,unknown,0,0,0,А нас то за что!?😳,0,0
"Кажется пора позаимствовать название из соседнего поста ""Адский факел"" ПОЛЫХАЕТ
https://t.me/talksofamerica/1364",ziavra,Vladimir,Chaplits,0,1,1,"Кажется пора позаимствовать название из соседнего поста ""Адский факел"" ПОЛЫХАЕТ
https://t.me/talksofamerica/1364",1,0
Нет,deleted,unknown,unknown,-1,1,0,Нет,0,0
Не исключено ...🤔,deleted,Trtt,unknown,0,0,0,Не исключено ...🤔,0,0
С шипом такое не прокатит),Space_for_everybody,Пётр,Гавриков,0,0,0,С шипом такое не прокатит),0,0
"Россия запатентовала технологию запуска БПЛА с космической станции

Об этом сообщил деду вице-премьер Мантуров. По его словам, Россия намерена использовать БПЛА для обслуживания своей орбитальной станции и уже запатентовала соответствующую технологию. После тестирования, эту технологию планируют применить в рамках лунной программы.

«Мы должны к 2030 году модуль за модулем обеспечить плановый переход к собственной орбитальной станции. Она станет первой в мире платформой-дроном, оснащенной роботами для своего обслуживания. Это запатентованное решение Российской Федерации»
, — сообщил замглавы правительства.  

- пожалуйста, Кукуруза, дайте нам комментарий касательно первой в мире платформы-дрона с роботами и, я не знаю, киборгом-попом с крестом что ли))",mr_NoCat,mr,NoCat,0,0,0,"Россия запатентовала технологию запуска БПЛА с космической станции

Об этом сообщил деду вице-премьер Мантуров. По его словам, Россия намерена использовать БПЛА для обслуживания своей орбитальной станции и уже запатентовала соответствующую технологию. После тестирования, эту технологию планируют применить в рамках лунной программы.

«Мы должны к 2030 году модуль за модулем обеспечить плановый переход к собственной орбитальной станции. Она станет первой в мире платформой-дроном, оснащенной роботами для своего обслуживания. Это запатентованное решение Российской Федерации»
, — сообщил замглавы правительства.  

- пожалуйста, Кукуруза, дайте нам комментарий касательно первой в мире платформы-дрона с роботами и, я не знаю, киборгом-попом с крестом что ли))",1,0
Не понял.,ziavra,Vladimir,Chaplits,0,0,0,Не понял.,0,0
нам тоже надо такое,n_it_girls,unknown,unknown,-1,0,0,нам тоже надо такое,0,0
Фестиваль научного кино: зрители прониклись тайнами интернета и ума человека  https://t.co/qo4OIfN753 https://t.co/wJuwozHkSZ,unknown,unknown,unknown,-1,0,1,Фестиваль научного кино: зрители прониклись тайнами интернета и ума человека  https://t.co/qo4OIfN753 https://t.co/wJuwozHkSZ,0,1
В Чикаго бывший военнослужащий нацгвардии США признал на суде свою вину в поддержке ИГ  https://t.co/3PMfkuqp69,unknown,unknown,unknown,-1,0,1,В Чикаго бывший военнослужащий нацгвардии США признал на суде свою вину в поддержке ИГ  https://t.co/3PMfkuqp69,1,1
💞,uxhcdrr_244559,Melaniya,💞,0,0,0,💞,0,0
"как панчин с его эволюцией пошел покурить:)  читаем  Более того, для некоторых наследственных заболеваний известно, что наследственные мутации в определенных локусах ДНК увеличивают риск заболевания; соматические, т. е. приобретенные в течение жизни, мутации в тех же определенных локусах у людей без наследственных мутаций вызывают спорадическое заболевание, идентичное наследственному заболеванию ( Miyaki et al., 1994 ; Aitchison et al., 2020 ). Таким образом, мутации не являются по-настоящему случайными",yurevich555,Сергей,Юрьевич,0,0,0,"как панчин с его эволюцией пошел покурить:)  читаем  Более того, для некоторых наследственных заболеваний известно, что наследственные мутации в определенных локусах ДНК увеличивают риск заболевания; соматические, т. е. приобретенные в течение жизни, мутации в тех же определенных локусах у людей без наследственных мутаций вызывают спорадическое заболевание, идентичное наследственному заболеванию ( Miyaki et al., 1994 ; Aitchison et al., 2020 ). Таким образом, мутации не являются по-настоящему случайными",1,0
Это США как бы,symonvespucci,vik,unknown,0,0,0,Это США как бы,1,0
**Требуется помощник(ца) для административных задач. Условия в ЛС.**,Lyubov984,Любовь,unknown,0,0,0,**Требуется помощник(ца) для административных задач. Условия в ЛС.**,1,0
"Они реально какие то помидоры… 
Решил я значит разобрать зарядку для контролеров PS4, а там внутри маленькая плата и пару проводков, а на дне Железные пластины для Веса 🤡🤡🤡 я в моменте одурел, потому что тогда это стоило около 5-7 тысяч.",mlxevo,Тоша,unknown,0,1,0,"Они реально какие то помидоры… 
Решил я значит разобрать зарядку для контролеров PS4, а там внутри маленькая плата и пару проводков, а на дне Железные пластины для Веса 🤡🤡🤡 я в моменте одурел, потому что тогда это стоило около 5-7 тысяч.",1,0
"А вы знали, что это юбилейный 10000 файл? 🥳🥳🥳",borshyame,Жоз,unknown,0,1,0,"А вы знали, что это юбилейный 10000 файл? 🥳🥳🥳",0,0
"Я там был, но там не пишут!",ziavra,Vladimir,Chaplits,0,0,0,"Я там был, но там не пишут!",0,0
"Фаа создано в 1958 году, до нее в США авиаотрасли не существовало, понятно ✍",Ambudance,Andrey,unknown,0,0,0,"Фаа создано в 1958 году, до нее в США авиаотрасли не существовало, понятно ✍",1,0
https://t.co/F7Ub8CNrJu,unknown,unknown,unknown,-1,0,1,https://t.co/F7Ub8CNrJu,0,1
"говорят, что земноводные вышли на сушу после того, как из океана удалили всю пиратскую музыку и кино🙄",mimiqril,Maxim,Dolgov,0,0,0,"говорят, что земноводные вышли на сушу после того, как из океана удалили всю пиратскую музыку и кино🙄",0,0
"Тебе на андроиде лучше будет снимать свою задницу? На айфоне точно лучше, так что успокойся",Rropp30,D,D,0,0,0,"Тебе на андроиде лучше будет снимать свою задницу? На айфоне точно лучше, так что успокойся",0,0
"Кастрировать и депортировать домой, в недореспублику его!!!",deleted,Елена,unknown,0,0,0,"Кастрировать и депортировать домой, в недореспублику его!!!",0,0
Приуроченная ко Дню неизвестного солдата акция стартует в Нижнем Новгороде 9 декабря https://t.co/ctNiTuHGLu,unknown,unknown,unknown,-1,0,1,Приуроченная ко Дню неизвестного солдата акция стартует в Нижнем Новгороде 9 декабря https://t.co/ctNiTuHGLu,0,1
"Из нового там рапторы, рули и кольцо. Рапторы должны быть уже обкатаны, просчет рулей интнресен - но такие сложные вещи спх делает хорошо, это вам не калитку в шипе сделать",IRexfreeman,i,Rex,0,0,0,"Из нового там рапторы, рули и кольцо. Рапторы должны быть уже обкатаны, просчет рулей интнресен - но такие сложные вещи спх делает хорошо, это вам не калитку в шипе сделать",0,0
"Я бы хотел, чтобы все приезжие в Россию соблюдали законы и уважали нашу страну.",vkjzAW,Виктор,Мацкевич,0,0,0,"Я бы хотел, чтобы все приезжие в Россию соблюдали законы и уважали нашу страну.",0,0
В Праге из российских #педофил'ов сделали мучеников https://t.co/wi4E36fWSy с помощью @YouTube #Чехия #Прага #новости,unknown,unknown,unknown,-1,0,1,В Праге из российских #педофил'ов сделали мучеников https://t.co/wi4E36fWSy с помощью @YouTube #Чехия #Прага #новости,0,1
"По родителям надо интеллект смотреть обычно. Но умные мужчины часто выбирают глупых женщин, потому что им так нравится. И тогда трудно просчитать. А если выбирают донора, учитывают образование и профессию часто.",deleted,Anna,unknown,0,0,0,"По родителям надо интеллект смотреть обычно. Но умные мужчины часто выбирают глупых женщин, потому что им так нравится. И тогда трудно просчитать. А если выбирают донора, учитывают образование и профессию часто.",0,0
"Всем привет, если нужно быстренько подзаработать, скину 1800 рублей за пару простых заданий, буквально 20 минут времени",CalctufaCyclic,Дарина,Миронова,0,0,0,"Всем привет, если нужно быстренько подзаработать, скину 1800 рублей за пару простых заданий, буквально 20 минут времени",0,0
Как #Россия победит в гибридной войне https://t.co/i0jU3YwzjS https://t.co/sh8oFsm7aa,unknown,unknown,unknown,-1,0,1,Как #Россия победит в гибридной войне https://t.co/i0jU3YwzjS https://t.co/sh8oFsm7aa,0,1
"Если нужно быстренько подзаработать, скину 2000 рублей за пару простых заданий, буквально 30 минут времени",Harold_Berry46,Милана,Семёнова,0,0,0,"Если нужно быстренько подзаработать, скину 2000 рублей за пару простых заданий, буквально 30 минут времени",0,0
https://t.me/rogozin_do/7164,vvashurin,Vladimir,unknown,0,1,1,https://t.me/rogozin_do/7164,0,0
"Мы эстеты, нам всем нравится на красивое смотреть. Но для каждого красивое свое.",milisanika,Милиса,Никифорова,0,0,0,"Мы эстеты, нам всем нравится на красивое смотреть. Но для каждого красивое свое.",0,0
"Как-то пофиг, автообновление ставь и не забивай себе голову чушью",lex4fan,Валерий,Голубев,0,0,0,"Как-то пофиг, автообновление ставь и не забивай себе голову чушью",0,0
В Москве солнце светит 🌟,deleted,Svetlana,unknown,0,0,0,В Москве солнце светит 🌟,0,0
"Такое ощущение, что они охерели.",chief1965,Андрей,Катин,0,0,0,"Такое ощущение, что они охерели.",0,0
"И чо? SpaceX в трансляциях запусков указывает высоту, скорость в метрических единицах, например. Да и в ""бюрократии"" США используют метрические единицы. Имперская система у них только для обывателей.",Vanpai,Van,Pai,0,0,0,"И чо? SpaceX в трансляциях запусков указывает высоту, скорость в метрических единицах, например. Да и в ""бюрократии"" США используют метрические единицы. Имперская система у них только для обывателей.",1,0
"Кажется, это стремление любого государства",kp_tlg,Kirill,unknown,0,0,0,"Кажется, это стремление любого государства",0,0
Где?! Наверняка опять ценные специалисты как и всегда.,deleted,*****,*****,0,0,0,Где?! Наверняка опять ценные специалисты как и всегда.,0,0
Зачем люди покупают эту помойку,MadCatz74,Stanis Pitt,unknown,0,0,0,Зачем люди покупают эту помойку,0,0
"Зачем приводить баранов к баранам...🤪

Девушка на фото красивая 😍",deleted,Irina,unknown,0,0,0,"Зачем приводить баранов к баранам...🤪

Девушка на фото красивая 😍",0,0
"САА наступает к востоку от Пальмиры,нанося удары по позициям ИГ у шоссе Пальмира-Дейр-эз-Зор  https://t.co/qKCo1AkWyI https://t.co/7t84k9OHxf",unknown,unknown,unknown,-1,0,1,"САА наступает к востоку от Пальмиры,нанося удары по позициям ИГ у шоссе Пальмира-Дейр-эз-Зор  https://t.co/qKCo1AkWyI https://t.co/7t84k9OHxf",1,1
"Федор тоже бпла на орбите в каком то смысле, но еще одного такого Российский сегмент мкс не переживет",max_dizer,Maksim,Dizer,0,0,0,"Федор тоже бпла на орбите в каком то смысле, но еще одного такого Российский сегмент мкс не переживет",0,0
Советские пограничники на западной границе СССР http://t.co/2GPsxhOJnn,unknown,unknown,unknown,-1,0,1,Советские пограничники на западной границе СССР http://t.co/2GPsxhOJnn,1,1
"Ничего себе поворот! Эти батончики были моими любимыми, но теперь точно стоит задуматься о здоровье. Лучше выбирай перекусы без всякой химии, чтобы не рисковать. @Golodfitbot помогает составить классный план питания, так что точно стоит попробовать!",deleted,Марина,unknown,0,0,0,"Ничего себе поворот! Эти батончики были моими любимыми, но теперь точно стоит задуматься о здоровье. Лучше выбирай перекусы без всякой химии, чтобы не рисковать. @Golodfitbot помогает составить классный план питания, так что точно стоит попробовать!",0,0
"Нужно как можно чаще и больше устанавливать теплые отношения между народами. Мы живем в мире, а не во время войн",fyhYgc,Юрий,Попов,0,0,0,"Нужно как можно чаще и больше устанавливать теплые отношения между народами. Мы живем в мире, а не во время войн",0,0
Мне почему- то без разницы какая версия оси стоит на часах или телефоне 😄,padonki_racing_plagiarism,Саша,unknown,0,0,0,Мне почему- то без разницы какая версия оси стоит на часах или телефоне 😄,0,0
Маск допрыгается: потеряет гражданство и бизнес.,Followtheknight,Yevgeniy,unknown,0,1,0,Маск допрыгается: потеряет гражданство и бизнес.,0,0
#ШОЙГУ: ПОДГОТОВКА ВОЕННЫХ #НАТО У ГРАНИЦ #РФ СТАЛА ВДВОЕ ИНТЕНСИВНЕЕ https://t.co/yPpC4LATAP https://t.co/0zImryWLBi,unknown,unknown,unknown,-1,0,1,#ШОЙГУ: ПОДГОТОВКА ВОЕННЫХ #НАТО У ГРАНИЦ #РФ СТАЛА ВДВОЕ ИНТЕНСИВНЕЕ https://t.co/yPpC4LATAP https://t.co/0zImryWLBi,1,1
"Да, кста, вы не бойтесь. Ваши дети, хотите - убивайте. Мои то выживут ;)",JigaD314,Jiga Driga 🎩,unknown,0,0,0,"Да, кста, вы не бойтесь. Ваши дети, хотите - убивайте. Мои то выживут ;)",0,0
и вообще половину денег от стоимости запуска фаа отдавать,symonvespucci,vik,unknown,0,0,0,и вообще половину денег от стоимости запуска фаа отдавать,0,0
Конечно.,JigaD314,Jiga Driga 🎩,unknown,0,0,0,Конечно.,0,0
А тезисно можно?,neat0n,neat0n,unknown,0,0,0,А тезисно можно?,0,0
Пограничники Шри-Ланки обнаружили золотые слитки в прямой кишке контрабандиста,unknown,unknown,unknown,-1,0,0,Пограничники Шри-Ланки обнаружили золотые слитки в прямой кишке контрабандиста,0,1
Приемлемо,symonvespucci,vik,unknown,0,0,0,Приемлемо,0,0
"А кому в 2k25 вообще нужны смартфоны Сони? 
Просто как лично я заметил, основная часть выбирает либо Apple, либо Samsung, либо китайцев(HUAWEI, Honor, Xiaomi и тд). Даже Google Pixel редко кто выбирает, хоть и телефоны хорошие.",Alexandr21096,Alexandr,unknown,0,0,0,"А кому в 2k25 вообще нужны смартфоны Сони? 
Просто как лично я заметил, основная часть выбирает либо Apple, либо Samsung, либо китайцев(HUAWEI, Honor, Xiaomi и тд). Даже Google Pixel редко кто выбирает, хоть и телефоны хорошие.",0,0
Трамп посоветовал богачам Кохам найти себе политическую марионетку  Кандидат в президенты СШ https://t.co/r6F8s7kHN8 https://t.co/UBDpSx0ZrN,unknown,unknown,unknown,-1,0,1,Трамп посоветовал богачам Кохам найти себе политическую марионетку  Кандидат в президенты СШ https://t.co/r6F8s7kHN8 https://t.co/UBDpSx0ZrN,1,1
Нет чтобы оптимизировать бюрократию они ее только расширяют,Pavel_Intelligence,unknown,unknown,-1,0,0,Нет чтобы оптимизировать бюрократию они ее только расширяют,0,0
"Согласен, после 2001 года все пошло по ....",deleted,Дядя Артём aka Семантический инженер,unknown,0,0,0,"Согласен, после 2001 года все пошло по ....",0,0
"клятые либералы, вот был бы президентом трамп, он бы такого не допустил.",TheroL,Thero,Layfer,0,0,0,"клятые либералы, вот был бы президентом трамп, он бы такого не допустил.",0,0
"а может и еще хитрее: в РФ админу, вне РФ в канал",deleted,unknown,unknown,-1,0,0,"а может и еще хитрее: в РФ админу, вне РФ в канал",1,0
"Существовала, но в значительно меньшем объеме. FAA как раз и создали, потому что самолетов в небе стало слишком много и они начали сталкиваться друг с другом.",CelicaArfonia,🍄Celica,Arfonia🍌,0,0,0,"Существовала, но в значительно меньшем объеме. FAA как раз и создали, потому что самолетов в небе стало слишком много и они начали сталкиваться друг с другом.",1,0
Жиды с Брайтона как запели! Значит всё правильно делаем! https://t.co/1svSWeuFcp,unknown,unknown,unknown,-1,0,1,Жиды с Брайтона как запели! Значит всё правильно делаем! https://t.co/1svSWeuFcp,0,1
"Военная амуниция и боеприпасы боевиков ИГ, захваченные курдскими отрядами самообороны в Манбидже https://t.co/gKqvvKzsYL",unknown,unknown,unknown,-1,0,1,"Военная амуниция и боеприпасы боевиков ИГ, захваченные курдскими отрядами самообороны в Манбидже https://t.co/gKqvvKzsYL",1,1
Град? Это бесплатный массаж! 😄 Будьте осторожны!,Wsijakey,Снежана ❄️,unknown,0,0,0,Град? Это бесплатный массаж! 😄 Будьте осторожны!,0,0
👋,ZEe_4b1_1dd_203_9C9,unknown,unknown,-1,0,0,👋,0,0
«Ведомости»: Путин согласился с предложенным Володиным определением «политической деятельности» https://t.co/GlXBEVbgcZ,unknown,unknown,unknown,-1,0,1,«Ведомости»: Путин согласился с предложенным Володиным определением «политической деятельности» https://t.co/GlXBEVbgcZ,0,1
Айфон лучше,romus_L,Roma,unknown,0,0,0,Айфон лучше,0,0
"Королёв, Мытищи, Пушкино",deleted,Татьяна,Татьяна,0,0,0,"Королёв, Мытищи, Пушкино",0,0
"Я никто, поэтому я проголосовал БЫ, если бы, да кабы",ziavra,Vladimir,Chaplits,0,0,0,"Я никто, поэтому я проголосовал БЫ, если бы, да кабы",1,0
Ляпиздамболь👌,Shaman_msk,Андрей,unknown,0,0,0,Ляпиздамболь👌,0,0
"А так он в блоке, поэтому и ставит свои автографы)",lex4fan,Валерий,Голубев,0,0,0,"А так он в блоке, поэтому и ставит свои автографы)",0,0
Американские супермаркеты вспоминают события 15-летней давности #11сентября #NeverForget https://t.co/k4lJUNrVM7,unknown,unknown,unknown,-1,0,1,Американские супермаркеты вспоминают события 15-летней давности #11сентября #NeverForget https://t.co/k4lJUNrVM7,0,1
"А надо было ещё и от3,14здить!!!!",deleted,Алексей,Моисеев,0,0,0,"А надо было ещё и от3,14здить!!!!",0,0
На севере Москвы горит металлический ангар #новости http://t.co/vIPsbtd2Ap,unknown,unknown,unknown,-1,0,1,На севере Москвы горит металлический ангар #новости http://t.co/vIPsbtd2Ap,0,1
Остановленный приставами алиментщик на Hundai Solaris продолжил дорогу пешком https://t.co/gHDuwn4qFa,unknown,unknown,unknown,-1,0,1,Остановленный приставами алиментщик на Hundai Solaris продолжил дорогу пешком https://t.co/gHDuwn4qFa,0,1
"Автор, а чего там путаться..
Это же Watch OS, Mac OS, iOS - они разные.. просто ты как и в посте ошибаешься, считая их всех iOS..",lex4fan,Валерий,Голубев,0,0,0,"Автор, а чего там путаться..
Это же Watch OS, Mac OS, iOS - они разные.. просто ты как и в посте ошибаешься, считая их всех iOS..",1,0
https://t.co/ZhtanqAFqA,unknown,unknown,unknown,-1,0,1,https://t.co/ZhtanqAFqA,0,1
"**Ищу несколько желающих помочь на сегодня - завтра , задания не сложные , займёт 2 - 3 часа не спеша . 
Плачу честно :  сколько сделал - столько и получил , в среднем это 3500 P за день . 
Обсудим ? Жду в личных смс**",Ip1kd6B7iHQZwl,Яна,unknown,0,0,0,"**Ищу несколько желающих помочь на сегодня - завтра , задания не сложные , займёт 2 - 3 часа не спеша . 
Плачу честно :  сколько сделал - столько и получил , в среднем это 3500 P за день . 
Обсудим ? Жду в личных смс**",0,0
"Мы, как известно, живем не в стране баранов.",deleted,unknown,unknown,-1,0,0,"Мы, как известно, живем не в стране баранов.",0,0
