text,has_link,has_caps,is_spam,cleared_text,mention_count,has_hashtag,spam_keyword_count,spam_keyword_ratio,excl_quest_count,punctuation_density,text_length,word_count,sentiment
"от прямо ради языка Достоевского и толстого побегу изучать валасывзад 😂
Такая ценность, не знаю куда прикладывать нужно 🙈",0,0,0,"от прямо ради языка достоевского и толстого побегу изучать валасывзад такая ценность, не знаю куда прикладывать нужно",0,0,0,0.0,0,0.0,117,17,positive
#Урал'ьская команда отличилась на спартакиаде прокуратуры. За футболистов болел замгенпрокурора. https://t.co/nq2PQsUpEI,1,0,1,#урал'ьская команда отличилась на спартакиаде прокуратуры. за футболистов болел замгенпрокурора.,0,1,0,0.0,0,0.0,96,10,positive
Чак Норрис встал на стражу Петербурга.  https://t.co/S5IWR8Qy1S https://t.co/bxFTg3c9Xt,1,0,1,чак норрис встал на стражу петербурга.,0,0,0,0.0,0,0.0,38,6,negative
"«Ъ»: бомба на A321 была похожа на устройства, которыми взрывали московские дома https://t.co/SxKLySDzQ6",1,1,1,"«ъ»: бомба на a321 была похожа на устройства, которыми взрывали московские дома",0,0,0,0.0,0,0.0,79,12,negative
Путин о подаренном самоучителе по английскому языку: Мутко лишен комплексов https://t.co/9NOP9K5DRS,1,0,1,путин о подаренном самоучителе по английскому языку: мутко лишен комплексов,0,0,0,0.0,0,0.0,75,10,positive
ВАЗ столкнулся с иномаркой в Ульяновском районе. Есть пострадавшие https://t.co/XChW9Cvrkf #Ульяновск #новости,1,1,1,ваз столкнулся с иномаркой в ульяновском районе. есть пострадавшие #ульяновск #новости,0,1,0,0.0,0,0.0,86,11,negative
Так вот почему Агент 47 так элегантно выглядит в костюме – он всё это время тренировался быть Бондом! 😎,0,0,0,так вот почему агент 47 так элегантно выглядит в костюме – он всё это время тренировался быть бондом!,0,0,0,0.0,1,0.009900990099009901,101,18,negative
"Мигранты в нашей стране должны быть под контролем и уважать законы России. Таджики, например, могли бы это сделать",0,0,0,"мигранты в нашей стране должны быть под контролем и уважать законы россии. таджики, например, могли бы это сделать",0,0,0,0.0,0,0.0,114,18,negative
аминь,0,0,0,аминь,0,0,0,0.0,0,0.0,5,1,positive
Вы прям вплотную.,0,0,0,вы прям вплотную.,0,0,0,0.0,0,0.0,17,3,negative
Ох. Ну я всяко в вики смотреть пойду…,0,0,0,ох. ну я всяко в вики смотреть пойду…,0,0,0,0.0,0,0.0,37,8,positive
Ух сколько эта стена видела и хорошего и плохого. Пару поколений уже выросло.,0,0,0,ух сколько эта стена видела и хорошего и плохого. пару поколений уже выросло.,0,0,0,0.0,0,0.0,77,13,positive
#ОтдыхаемДома Собираюсь в Крым съездить как раз),0,0,1,#отдыхаемдома собираюсь в крым съездить как раз),0,1,0,0.0,0,0.0,48,7,neutral
"путаться какая из них актуальная, если версия iOS еще на слуху и за ней следят, но вот за WatchOS или tvOS  - нет",0,0,0,"путаться какая из них актуальная, если версия ios еще на слуху и за ней следят, но вот за watchos или tvos - нет",0,0,0,0.0,0,0.0,112,23,negative
"Счетная палата назвала страну, задолжавшую России $1 млрд  https://t.co/lOzcKFGvgD https://t.co/QnlqEwemWB",1,0,1,"счетная палата назвала страну, задолжавшую россии $1 млрд",0,0,0,0.0,0,0.0,57,8,positive
"Японцы, в основном от 40 лет.  За прошлый финансовый год  купили примерно миллион их трубок",0,0,0,"японцы, в основном от 40 лет. за прошлый финансовый год купили примерно миллион их трубок",0,0,0,0.0,0,0.0,89,15,positive
"`Подработка со свободным графиком, может кого-то заинтересует?`",0,0,0,"`подработка со свободным графиком, может кого-то заинтересует?`",0,0,0,0.0,1,0.015873015873015872,63,7,negative
👅,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"Ну такое... Жена Маска певица Граймс в 2019 году пела песни участницы группы «Гражданская оборона» Янки Дягилевой, а Трамп в том же году оправдывался, что он не российский шпион😁
Выходит, что российская политика больше привлекает внимания😁",0,0,0,"ну такое... жена маска певица граймс в 2019 году пела песни участницы группы «гражданская оборона» янки дягилевой, а трамп в том же году оправдывался, что он не российский шпион выходит, что российская политика больше привлекает внимания",0,0,0,0.0,0,0.0,237,36,negative
"а когда вы против абортов это вы же свою личную позицию декларируете. Что вот лично вы аборт делать не будете  А ваша жена вполне может. Она ведь не затюканная мужем малограмотная рабыня, а свободная женщина. Сама решает  Верно?)",0,0,0,"а когда вы против абортов это вы же свою личную позицию декларируете. что вот лично вы аборт делать не будете а ваша жена вполне может. она ведь не затюканная мужем малограмотная рабыня, а свободная женщина. сама решает верно?)",0,0,0,0.0,1,0.004405286343612335,227,38,neutral
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"А сегодня этим чужакам пол Москвы перекрыли праздновать🤬решил себе еще «подарок» взять🤬
Животное дикое мерзкое🤬",0,0,0,а сегодня этим чужакам пол москвы перекрыли праздноватьрешил себе еще «подарок» взять животное дикое мерзкое,0,0,0,0.0,0,0.0,108,15,positive
Ну их нах...... Уже надоело,0,0,0,ну их нах...... уже надоело,0,0,0,0.0,0,0.0,27,5,positive
Опять вы победили 🙁,0,0,0,опять вы победили,0,0,0,0.0,0,0.0,17,3,positive
"Некоторые мужчины когда узнают пол ребенка отказываются, а тут ещё цвет глаз и волос )",0,0,0,"некоторые мужчины когда узнают пол ребенка отказываются, а тут ещё цвет глаз и волос )",0,0,0,0.0,0,0.0,86,15,neutral
Свинья,0,0,0,свинья,0,0,0,0.0,0,0.0,6,1,positive
"Индия готова приобрести у России партию вертолетов на 1,1 миллиарда долларов http://t.co/5Tnugqftl5 http://t.co/xgXBqbFkvT",1,0,1,"индия готова приобрести у россии партию вертолетов на 1,1 миллиарда долларов",0,0,0,0.0,0,0.0,76,11,negative
У кого звезды в тг есть?,0,0,0,у кого звезды в тг есть?,0,0,0,0.0,1,0.041666666666666664,24,6,negative
"Ректально можете. Прям книгой ""Идиот"" или ""Война и Мир"". 2 тома, один за другим ;))))",0,0,0,"ректально можете. прям книгой ""идиот"" или ""война и мир"". 2 тома, один за другим ;))))",0,0,0,0.0,0,0.0,85,15,neutral
Оппозиционер Александр Рыклин оштрафован на 1000 руб. https://t.co/cwkiZGUdc4,1,0,1,оппозиционер александр рыклин оштрафован на 1000 руб.,0,0,0,0.0,0,0.0,53,7,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
Брат по нику 🤝,0,0,0,брат по нику,0,0,0,0.0,0,0.0,12,3,negative
"но ты точно знаешь, что глобально твоя ось на данный момент самая актуальная",0,0,0,"но ты точно знаешь, что глобально твоя ось на данный момент самая актуальная",0,0,0,0.0,0,0.0,76,13,negative
"Исключительно ПРО САМОГО СЕБЯ. У вас там на не беру, это должно быть понятно ;))",0,1,0,"исключительно про самого себя. у вас там на не беру, это должно быть понятно ;))",0,0,0,0.0,0,0.0,80,15,neutral
"Игры для плейстешена/ПК, наушники. Ещё музыкальное издательство.",0,0,0,"игры для плейстешена/пк, наушники. ещё музыкальное издательство.",0,0,0,0.0,0,0.0,64,7,negative
"Да, и есть версия, что именно поэтому их ускоритель первой ступени начал тормозить не вовремя, в результате чего разбился. А ещё есть эпичная история ""планёр Гимли"".",0,0,0,"да, и есть версия, что именно поэтому их ускоритель первой ступени начал тормозить не вовремя, в результате чего разбился. а ещё есть эпичная история ""планёр гимли"".",0,0,0,0.0,0,0.0,165,26,negative
Севастополь простился с погибшим в Сирии российским офицером Сергеем Бордовым https://t.co/C5ie75fyKc https://t.co/SmMwKcHPiz,1,0,1,севастополь простился с погибшим в сирии российским офицером сергеем бордовым,0,0,0,0.0,0,0.0,77,10,negative
"Классика того, что мы ошибочно называем государством. Слышь, поделись. Потому что потому, я так придумал и решил, у меня еще и монополие на насилие если не захочешь делиться",0,0,0,"классика того, что мы ошибочно называем государством. слышь, поделись. потому что потому, я так придумал и решил, у меня еще и монополие на насилие если не захочешь делиться",0,0,0,0.0,0,0.0,173,28,positive
Поре переходить на Андройд 😂,0,0,0,поре переходить на андройд,0,0,0,0.0,0,0.0,26,4,positive
ALI выпускал про это видео,0,1,0,ali выпускал про это видео,0,0,0,0.0,0,0.0,26,5,negative
А нас то за что!?😳,0,0,0,а нас то за что!?,0,0,0,0.0,2,0.11764705882352941,17,5,negative
"Кажется пора позаимствовать название из соседнего поста ""Адский факел"" ПОЛЫХАЕТ
https://t.me/talksofamerica/1364",1,1,0,"кажется пора позаимствовать название из соседнего поста ""адский факел"" полыхает",0,0,0,0.0,0,0.0,79,10,negative
Нет,0,0,0,нет,0,0,0,0.0,0,0.0,3,1,positive
Не исключено ...🤔,0,0,0,не исключено ...,0,0,0,0.0,0,0.0,16,3,negative
С шипом такое не прокатит),0,0,0,с шипом такое не прокатит),0,0,0,0.0,0,0.0,26,5,neutral
"Россия запатентовала технологию запуска БПЛА с космической станции

Об этом сообщил деду вице-премьер Мантуров. По его словам, Россия намерена использовать БПЛА для обслуживания своей орбитальной станции и уже запатентовала соответствующую технологию. После тестирования, эту технологию планируют применить в рамках лунной программы.

«Мы должны к 2030 году модуль за модулем обеспечить плановый переход к собственной орбитальной станции. Она станет первой в мире платформой-дроном, оснащенной роботами для своего обслуживания. Это запатентованное решение Российской Федерации»
, — сообщил замглавы правительства.  

- пожалуйста, Кукуруза, дайте нам комментарий касательно первой в мире платформы-дрона с роботами и, я не знаю, киборгом-попом с крестом что ли))",0,1,0,"россия запатентовала технологию запуска бпла с космической станции об этом сообщил деду вице-премьер мантуров. по его словам, россия намерена использовать бпла для обслуживания своей орбитальной станции и уже запатентовала соответствующую технологию. после тестирования, эту технологию планируют применить в рамках лунной программы. «мы должны к 2030 году модуль за модулем обеспечить плановый переход к собственной орбитальной станции. она станет первой в мире платформой-дроном, оснащенной роботами для своего обслуживания. это запатентованное решение российской федерации» , — сообщил замглавы правительства. - пожалуйста, кукуруза, дайте нам комментарий касательно первой в мире платформы-дрона с роботами и, я не знаю, киборгом-попом с крестом что ли))",0,0,0,0.0,0,0.0,757,99,negative
Не понял.,0,0,0,не понял.,0,0,0,0.0,0,0.0,9,2,negative
нам тоже надо такое,0,0,0,нам тоже надо такое,0,0,0,0.0,0,0.0,19,4,negative
Фестиваль научного кино: зрители прониклись тайнами интернета и ума человека  https://t.co/qo4OIfN753 https://t.co/wJuwozHkSZ,1,0,1,фестиваль научного кино: зрители прониклись тайнами интернета и ума человека,0,0,0,0.0,0,0.0,76,10,negative
В Чикаго бывший военнослужащий нацгвардии США признал на суде свою вину в поддержке ИГ  https://t.co/3PMfkuqp69,1,1,1,в чикаго бывший военнослужащий нацгвардии сша признал на суде свою вину в поддержке иг,0,0,0,0.0,0,0.0,86,14,negative
💞,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"как панчин с его эволюцией пошел покурить:)  читаем  Более того, для некоторых наследственных заболеваний известно, что наследственные мутации в определенных локусах ДНК увеличивают риск заболевания; соматические, т. е. приобретенные в течение жизни, мутации в тех же определенных локусах у людей без наследственных мутаций вызывают спорадическое заболевание, идентичное наследственному заболеванию ( Miyaki et al., 1994 ; Aitchison et al., 2020 ). Таким образом, мутации не являются по-настоящему случайными",0,1,0,"как панчин с его эволюцией пошел покурить:) читаем более того, для некоторых наследственных заболеваний известно, что наследственные мутации в определенных локусах днк увеличивают риск заболевания; соматические, т. е. приобретенные в течение жизни, мутации в тех же определенных локусах у людей без наследственных мутаций вызывают спорадическое заболевание, идентичное наследственному заболеванию ( miyaki et al., 1994 ; aitchison et al., 2020 ). таким образом, мутации не являются по-настоящему случайными",0,0,0,0.0,0,0.0,506,67,positive
Это США как бы,0,1,0,это сша как бы,0,0,0,0.0,0,0.0,14,4,negative
**Требуется помощник(ца) для административных задач. Условия в ЛС.**,0,1,0,**требуется помощник(ца) для административных задач. условия в лс.**,0,0,0,0.0,0,0.0,68,8,negative
"Они реально какие то помидоры… 
Решил я значит разобрать зарядку для контролеров PS4, а там внутри маленькая плата и пару проводков, а на дне Железные пластины для Веса 🤡🤡🤡 я в моменте одурел, потому что тогда это стоило около 5-7 тысяч.",0,1,0,"они реально какие то помидоры… решил я значит разобрать зарядку для контролеров ps4, а там внутри маленькая плата и пару проводков, а на дне железные пластины для веса я в моменте одурел, потому что тогда это стоило около 5-7 тысяч.",0,0,0,0.0,0,0.0,232,40,positive
"А вы знали, что это юбилейный 10000 файл? 🥳🥳🥳",0,0,0,"а вы знали, что это юбилейный 10000 файл?",0,0,0,0.0,1,0.024390243902439025,41,8,positive
"Я там был, но там не пишут!",0,0,0,"я там был, но там не пишут!",0,0,0,0.0,1,0.037037037037037035,27,7,negative
"Фаа создано в 1958 году, до нее в США авиаотрасли не существовало, понятно ✍",0,1,0,"фаа создано в 1958 году, до нее в сша авиаотрасли не существовало, понятно ✍",0,0,0,0.0,0,0.0,76,14,neutral
https://t.co/F7Ub8CNrJu,1,0,1,,0,0,0,0.0,0,0.0,0,1,neutral
"говорят, что земноводные вышли на сушу после того, как из океана удалили всю пиратскую музыку и кино🙄",0,0,0,"говорят, что земноводные вышли на сушу после того, как из океана удалили всю пиратскую музыку и кино",0,0,0,0.0,0,0.0,100,17,negative
"Тебе на андроиде лучше будет снимать свою задницу? На айфоне точно лучше, так что успокойся",0,0,0,"тебе на андроиде лучше будет снимать свою задницу? на айфоне точно лучше, так что успокойся",0,0,0,0.0,1,0.01098901098901099,91,15,positive
"Кастрировать и депортировать домой, в недореспублику его!!!",0,0,0,"кастрировать и депортировать домой, в недореспублику его!!!",0,0,0,0.0,3,0.05084745762711865,59,7,positive
Приуроченная ко Дню неизвестного солдата акция стартует в Нижнем Новгороде 9 декабря https://t.co/ctNiTuHGLu,1,0,1,приуроченная ко дню неизвестного солдата акция стартует в нижнем новгороде 9 декабря,0,0,1,0.08333333333333333,0,0.0,84,12,negative
"Из нового там рапторы, рули и кольцо. Рапторы должны быть уже обкатаны, просчет рулей интнресен - но такие сложные вещи спх делает хорошо, это вам не калитку в шипе сделать",0,0,0,"из нового там рапторы, рули и кольцо. рапторы должны быть уже обкатаны, просчет рулей интнресен - но такие сложные вещи спх делает хорошо, это вам не калитку в шипе сделать",0,0,0,0.0,0,0.0,172,30,positive
"Я бы хотел, чтобы все приезжие в Россию соблюдали законы и уважали нашу страну.",0,0,0,"я бы хотел, чтобы все приезжие в россию соблюдали законы и уважали нашу страну.",0,0,0,0.0,0,0.0,79,14,positive
В Праге из российских #педофил'ов сделали мучеников https://t.co/wi4E36fWSy с помощью @YouTube #Чехия #Прага #новости,1,0,1,в праге из российских #педофил'ов сделали мучеников с помощью @youtube #чехия #прага #новости,1,1,0,0.0,0,0.0,93,13,positive
"По родителям надо интеллект смотреть обычно. Но умные мужчины часто выбирают глупых женщин, потому что им так нравится. И тогда трудно просчитать. А если выбирают донора, учитывают образование и профессию часто.",0,0,0,"по родителям надо интеллект смотреть обычно. но умные мужчины часто выбирают глупых женщин, потому что им так нравится. и тогда трудно просчитать. а если выбирают донора, учитывают образование и профессию часто.",0,0,0,0.0,0,0.0,211,31,neutral
"Всем привет, если нужно быстренько подзаработать, скину 1800 рублей за пару простых заданий, буквально 20 минут времени",0,0,0,"всем привет, если нужно быстренько подзаработать, скину 1800 рублей за пару простых заданий, буквально 20 минут времени",0,0,1,0.058823529411764705,0,0.0,119,17,negative
Как #Россия победит в гибридной войне https://t.co/i0jU3YwzjS https://t.co/sh8oFsm7aa,1,0,1,как #россия победит в гибридной войне,0,1,0,0.0,0,0.0,37,6,negative
"Если нужно быстренько подзаработать, скину 2000 рублей за пару простых заданий, буквально 30 минут времени",0,0,0,"если нужно быстренько подзаработать, скину 2000 рублей за пару простых заданий, буквально 30 минут времени",0,0,1,0.06666666666666667,0,0.0,106,15,negative
https://t.me/rogozin_do/7164,1,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"Мы эстеты, нам всем нравится на красивое смотреть. Но для каждого красивое свое.",0,0,0,"мы эстеты, нам всем нравится на красивое смотреть. но для каждого красивое свое.",0,0,0,0.0,0,0.0,80,13,neutral
"Как-то пофиг, автообновление ставь и не забивай себе голову чушью",0,0,0,"как-то пофиг, автообновление ставь и не забивай себе голову чушью",0,0,0,0.0,0,0.0,65,10,positive
В Москве солнце светит 🌟,0,0,0,в москве солнце светит,0,0,0,0.0,0,0.0,22,4,neutral
"Такое ощущение, что они охерели.",0,0,0,"такое ощущение, что они охерели.",0,0,0,0.0,0,0.0,32,5,positive
"И чо? SpaceX в трансляциях запусков указывает высоту, скорость в метрических единицах, например. Да и в ""бюрократии"" США используют метрические единицы. Имперская система у них только для обывателей.",0,1,0,"и чо? spacex в трансляциях запусков указывает высоту, скорость в метрических единицах, например. да и в ""бюрократии"" сша используют метрические единицы. имперская система у них только для обывателей.",0,0,0,0.0,1,0.005025125628140704,199,28,positive
"Кажется, это стремление любого государства",0,0,0,"кажется, это стремление любого государства",0,0,0,0.0,0,0.0,42,5,negative
Где?! Наверняка опять ценные специалисты как и всегда.,0,0,0,где?! наверняка опять ценные специалисты как и всегда.,0,0,0,0.0,2,0.037037037037037035,54,8,negative
Зачем люди покупают эту помойку,0,0,0,зачем люди покупают эту помойку,0,0,0,0.0,0,0.0,31,5,positive
"Зачем приводить баранов к баранам...🤪

Девушка на фото красивая 😍",0,0,0,зачем приводить баранов к баранам... девушка на фото красивая,0,0,0,0.0,0,0.0,61,9,negative
"САА наступает к востоку от Пальмиры,нанося удары по позициям ИГ у шоссе Пальмира-Дейр-эз-Зор  https://t.co/qKCo1AkWyI https://t.co/7t84k9OHxf",1,1,1,"саа наступает к востоку от пальмиры,нанося удары по позициям иг у шоссе пальмира-дейр-эз-зор",0,0,0,0.0,0,0.0,92,13,negative
"Федор тоже бпла на орбите в каком то смысле, но еще одного такого Российский сегмент мкс не переживет",0,0,0,"федор тоже бпла на орбите в каком то смысле, но еще одного такого российский сегмент мкс не переживет",0,0,0,0.0,0,0.0,101,18,negative
Советские пограничники на западной границе СССР http://t.co/2GPsxhOJnn,1,1,1,советские пограничники на западной границе ссср,0,0,0,0.0,0,0.0,47,6,negative
"Ничего себе поворот! Эти батончики были моими любимыми, но теперь точно стоит задуматься о здоровье. Лучше выбирай перекусы без всякой химии, чтобы не рисковать. @Golodfitbot помогает составить классный план питания, так что точно стоит попробовать!",0,0,0,"ничего себе поворот! эти батончики были моими любимыми, но теперь точно стоит задуматься о здоровье. лучше выбирай перекусы без всякой химии, чтобы не рисковать. @golodfitbot помогает составить классный план питания, так что точно стоит попробовать!",1,0,0,0.0,2,0.008032128514056224,249,35,neutral
"Нужно как можно чаще и больше устанавливать теплые отношения между народами. Мы живем в мире, а не во время войн",0,0,0,"нужно как можно чаще и больше устанавливать теплые отношения между народами. мы живем в мире, а не во время войн",0,0,0,0.0,0,0.0,112,20,positive
Мне почему- то без разницы какая версия оси стоит на часах или телефоне 😄,0,0,0,мне почему- то без разницы какая версия оси стоит на часах или телефоне,0,0,0,0.0,0,0.0,71,13,negative
Маск допрыгается: потеряет гражданство и бизнес.,0,0,0,маск допрыгается: потеряет гражданство и бизнес.,0,0,0,0.0,0,0.0,48,6,negative
#ШОЙГУ: ПОДГОТОВКА ВОЕННЫХ #НАТО У ГРАНИЦ #РФ СТАЛА ВДВОЕ ИНТЕНСИВНЕЕ https://t.co/yPpC4LATAP https://t.co/0zImryWLBi,1,1,1,#шойгу: подготовка военных #нато у границ #рф стала вдвое интенсивнее,0,1,0,0.0,0,0.0,69,10,negative
"Да, кста, вы не бойтесь. Ваши дети, хотите - убивайте. Мои то выживут ;)",0,0,0,"да, кста, вы не бойтесь. ваши дети, хотите - убивайте. мои то выживут ;)",0,0,0,0.0,0,0.0,72,14,neutral
и вообще половину денег от стоимости запуска фаа отдавать,0,0,0,и вообще половину денег от стоимости запуска фаа отдавать,0,0,0,0.0,0,0.0,57,9,negative
Конечно.,0,0,0,конечно.,0,0,0,0.0,0,0.0,8,1,negative
А тезисно можно?,0,0,0,а тезисно можно?,0,0,0,0.0,1,0.0625,16,3,negative
Пограничники Шри-Ланки обнаружили золотые слитки в прямой кишке контрабандиста,0,0,1,пограничники шри-ланки обнаружили золотые слитки в прямой кишке контрабандиста,0,0,0,0.0,0,0.0,78,9,negative
Приемлемо,0,0,0,приемлемо,0,0,0,0.0,0,0.0,9,1,negative
"А кому в 2k25 вообще нужны смартфоны Сони? 
Просто как лично я заметил, основная часть выбирает либо Apple, либо Samsung, либо китайцев(HUAWEI, Honor, Xiaomi и тд). Даже Google Pixel редко кто выбирает, хоть и телефоны хорошие.",0,0,0,"а кому в 2k25 вообще нужны смартфоны сони? просто как лично я заметил, основная часть выбирает либо apple, либо samsung, либо китайцев(huawei, honor, xiaomi и тд). даже google pixel редко кто выбирает, хоть и телефоны хорошие.",0,0,0,0.0,1,0.004424778761061947,226,36,negative
Трамп посоветовал богачам Кохам найти себе политическую марионетку  Кандидат в президенты СШ https://t.co/r6F8s7kHN8 https://t.co/UBDpSx0ZrN,1,1,1,трамп посоветовал богачам кохам найти себе политическую марионетку кандидат в президенты сш,0,0,0,0.0,0,0.0,91,12,negative
Нет чтобы оптимизировать бюрократию они ее только расширяют,0,0,0,нет чтобы оптимизировать бюрократию они ее только расширяют,0,0,0,0.0,0,0.0,59,8,negative
"Согласен, после 2001 года все пошло по ....",0,0,0,"согласен, после 2001 года все пошло по ....",0,0,0,0.0,0,0.0,43,8,positive
"клятые либералы, вот был бы президентом трамп, он бы такого не допустил.",0,0,0,"клятые либералы, вот был бы президентом трамп, он бы такого не допустил.",0,0,0,0.0,0,0.0,72,12,negative
"а может и еще хитрее: в РФ админу, вне РФ в канал",0,1,0,"а может и еще хитрее: в рф админу, вне рф в канал",0,0,0,0.0,0,0.0,49,12,negative
"Существовала, но в значительно меньшем объеме. FAA как раз и создали, потому что самолетов в небе стало слишком много и они начали сталкиваться друг с другом.",0,1,0,"существовала, но в значительно меньшем объеме. faa как раз и создали, потому что самолетов в небе стало слишком много и они начали сталкиваться друг с другом.",0,0,0,0.0,0,0.0,158,26,negative
Жиды с Брайтона как запели! Значит всё правильно делаем! https://t.co/1svSWeuFcp,1,0,1,жиды с брайтона как запели! значит всё правильно делаем!,0,0,0,0.0,2,0.03571428571428571,56,9,positive
"Военная амуниция и боеприпасы боевиков ИГ, захваченные курдскими отрядами самообороны в Манбидже https://t.co/gKqvvKzsYL",1,1,1,"военная амуниция и боеприпасы боевиков иг, захваченные курдскими отрядами самообороны в манбидже",0,0,0,0.0,0,0.0,96,12,negative
Град? Это бесплатный массаж! 😄 Будьте осторожны!,0,0,0,град? это бесплатный массаж! будьте осторожны!,0,0,1,0.16666666666666666,3,0.06521739130434782,46,6,negative
👋,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
«Ведомости»: Путин согласился с предложенным Володиным определением «политической деятельности» https://t.co/GlXBEVbgcZ,1,0,1,«ведомости»: путин согласился с предложенным володиным определением «политической деятельности»,0,0,0,0.0,0,0.0,95,9,negative
Айфон лучше,0,0,0,айфон лучше,0,0,0,0.0,0,0.0,11,2,positive
"Королёв, Мытищи, Пушкино",0,0,0,"королёв, мытищи, пушкино",0,0,0,0.0,0,0.0,24,3,negative
"Я никто, поэтому я проголосовал БЫ, если бы, да кабы",0,1,0,"я никто, поэтому я проголосовал бы, если бы, да кабы",0,0,0,0.0,0,0.0,52,10,positive
Ляпиздамболь👌,0,0,0,ляпиздамболь,0,0,0,0.0,0,0.0,12,1,positive
"А так он в блоке, поэтому и ставит свои автографы)",0,0,0,"а так он в блоке, поэтому и ставит свои автографы)",0,0,0,0.0,0,0.0,50,10,neutral
Американские супермаркеты вспоминают события 15-летней давности #11сентября #NeverForget https://t.co/k4lJUNrVM7,1,0,1,американские супермаркеты вспоминают события 15-летней давности #11сентября #neverforget,0,1,0,0.0,0,0.0,88,8,negative
"А надо было ещё и от3,14здить!!!!",0,0,0,"а надо было ещё и от3,14здить!!!!",0,0,0,0.0,4,0.12121212121212122,33,6,positive
На севере Москвы горит металлический ангар #новости http://t.co/vIPsbtd2Ap,1,0,1,на севере москвы горит металлический ангар #новости,0,1,0,0.0,0,0.0,51,7,negative
Остановленный приставами алиментщик на Hundai Solaris продолжил дорогу пешком https://t.co/gHDuwn4qFa,1,0,1,остановленный приставами алиментщик на hundai solaris продолжил дорогу пешком,0,0,0,0.0,0,0.0,77,9,positive
"Автор, а чего там путаться..
Это же Watch OS, Mac OS, iOS - они разные.. просто ты как и в посте ошибаешься, считая их всех iOS..",0,1,0,"автор, а чего там путаться.. это же watch os, mac os, ios - они разные.. просто ты как и в посте ошибаешься, считая их всех ios..",0,0,0,0.0,0,0.0,129,26,positive
https://t.co/ZhtanqAFqA,1,0,1,,0,0,0,0.0,0,0.0,0,1,neutral
"**Ищу несколько желающих помочь на сегодня - завтра , задания не сложные , займёт 2 - 3 часа не спеша . 
Плачу честно :  сколько сделал - столько и получил , в среднем это 3500 P за день . 
Обсудим ? Жду в личных смс**",0,0,0,"**ищу несколько желающих помочь на сегодня - завтра , задания не сложные , займёт 2 - 3 часа не спеша . плачу честно : сколько сделал - столько и получил , в среднем это 3500 p за день . обсудим ? жду в личных смс**",0,0,0,0.0,1,0.004651162790697674,215,45,negative
"Мы, как известно, живем не в стране баранов.",0,0,0,"мы, как известно, живем не в стране баранов.",0,0,0,0.0,0,0.0,44,8,negative
"Вот почему ничего стратегического не должно быть в частных коммерческих лапках, только госструктуры.",0,0,0,"вот почему ничего стратегического не должно быть в частных коммерческих лапках, только госструктуры.",0,0,0,0.0,0,0.0,100,13,negative
"Как хорошо, что ты так много знаешь",0,0,0,"как хорошо, что ты так много знаешь",0,0,0,0.0,0,0.0,35,7,negative
👄,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"А не надо было лезть туда, где ничего не понимает. Namely в политику.",0,0,0,"а не надо было лезть туда, где ничего не понимает. namely в политику.",0,0,0,0.0,0,0.0,69,13,positive
Пора выпускать в январе,0,0,0,пора выпускать в январе,0,0,0,0.0,0,0.0,23,4,negative
Что за сценарий для фильма?,0,0,0,что за сценарий для фильма?,0,0,0,0.0,1,0.037037037037037035,27,5,negative
"Смотрела, как два гея по ТВ выбирали доноршу яйцеклетки (в специальной фирме). Один из них говорил, что стесняется своего широкого носа и три часа выбирал в женщинах маленький нос.",0,1,0,"смотрела, как два гея по тв выбирали доноршу яйцеклетки (в специальной фирме). один из них говорил, что стесняется своего широкого носа и три часа выбирал в женщинах маленький нос.",0,0,0,0.0,0,0.0,180,29,positive
"Охренеть😂 Налог на космос, я в шоке😡",0,0,0,"охренеть налог на космос, я в шоке",0,0,0,0.0,0,0.0,34,7,positive
"такое чуство что лейка тут не справилась, может не на всю зарядили, пламя во все стороны",0,0,0,"такое чуство что лейка тут не справилась, может не на всю зарядили, пламя во все стороны",0,0,0,0.0,0,0.0,88,16,positive
"1983 год, молодой Джеки Чан в Москве😃👍 https://t.co/0Ew5nIMC0D",1,0,1,"1983 год, молодой джеки чан в москве",0,0,0,0.0,0,0.0,36,7,negative
"Ну вот они сами пишут что не смогут обрабатывать все будущие пуски, так что платите",0,0,0,"ну вот они сами пишут что не смогут обрабатывать все будущие пуски, так что платите",0,0,0,0.0,0,0.0,83,15,negative
"Почему нечеткой? Юдковский рассказывает, что под ""матерью"" много чего можно понимать, точно также как и ""человеком"", дальше цитаты идёт объяснение - не у всех определений могут быть чёткие границы.",0,0,0,"почему нечеткой? юдковский рассказывает, что под ""матерью"" много чего можно понимать, точно также как и ""человеком"", дальше цитаты идёт объяснение - не у всех определений могут быть чёткие границы.",0,0,0,0.0,1,0.005076142131979695,197,29,positive
